PPG,HR,RR,HRV,SpO2
12084.5827,0,0,0,0
12080.1135,0,0,0,0
12076.2575,0,0,0,0
12072.9774,0,0,0,0
12070.224,0,0,0,0
12067.9396,0,0,0,0
12066.0609,0,0,0,0
12064.5233,0,0,0,0
12063.2644,0,0,0,0
12062.2268,0,0,0,0
12061.3618,0,0,0,0
12060.6312,0,0,0,0
12060.01,0,0,0,0
12059.4871,0,0,0,0
12059.0664,0,0,0,0
12058.7664,0,0,0,0
12058.6193,0,0,0,0
12058.6701,0,0,0,0
12058.9738,0,0,0,0
12059.5933,0,0,0,0
12060.5964,0,0,0,0
12062.0519,0,0,0,0
12064.027,0,0,0,0
12066.583,0,0,0,0
12069.7723,0,0,0,0
12073.6354,0,0,0,0
12078.1978,0,0,0,0
12083.468,0,0,0,0
12089.4356,0,0,0,0
12096.0708,0,0,0,0
12103.3236,0,0,0,0
12111.1244,0,0,0,0
12119.3852,0,0,0,0
12128.0018,0,0,0,0
12136.8559,0,0,0,0
12145.8181,0,0,0,0
12154.7521,0,0,0,0
12163.5178,0,0,0,0
12171.9757,0,0,0,0
12179.9913,0,0,0,0
12187.4384,0,0,0,0
12194.2036,0,0,0,0
12200.1895,0,0,0,0
12205.3175,0,0,0,0
12209.5302,0,0,0,0
12212.7933,0,0,0,0
12215.0963,0,0,0,0
12216.4529,0,0,0,0
12216.9001,0,0,0,0
12216.497,0,0,0,0
12215.3228,0,0,0,0
12213.4741,0,0,0,0
12211.0612,0,0,0,0
12208.2049,0,0,0,0
12205.0324,0,0,0,0
12201.6729,0,0,0,0
12198.2535,0,0,0,0
12194.8951,0,0,0,0
12191.7088,0,0,0,0
12188.7921,0,0,0,0
12186.2261,0,0,0,0
12184.0734,0,0,0,0
12182.3761,0,0,0,0
12181.1551,0,0,0,0
12180.41,0,0,0,0
12180.1194,0,0,0,0
12180.2426,0,0,0,0
12180.7213,0,0,0,0
12181.4822,0,0,0,0
12182.4402,0,0,0,0
12183.5021,0,0,0,0
12184.5697,0,0,0,0
12185.5442,0,0,0,0
12186.3296,0,0,0,0
12186.8367,0,0,0,0
12186.9863,0,0,0,0
12186.7118,0,0,0,0
12185.9625,0,0,0,0
12184.7042,0,0,0,0
12182.9216,0,0,0,0
12180.6177,0,0,0,0
12177.8143,0,0,0,0
12174.5505,0,0,0,0
12170.8816,0,0,0,0
12166.8762,0,0,0,0
12162.6142,0,0,0,0
12158.1833,0,0,0,0
12153.6756,0,0,0,0
12149.184,0,0,0,0
12144.7989,0,0,0,0
12140.6046,0,0,0,0
12136.676,0,0,0,0
12133.0759,0,0,0,0
12129.8526,0,0,0,0
12127.0383,0,0,0,0
12124.6476,0,0,0,0
12122.6777,0,0,0,0
12121.1079,0,0,0,0
12119.9012,0,0,0,0
12119.0057,0,0,0,0
12118.3568,0,0,0,0
12117.88,0,0,0,0
12117.4945,0,0,0,0
12117.116,0,0,0,0
12116.661,0,0,0,0
12116.0503,0,0,0,0
12115.2126,0,0,0,0
12114.088,0,0,0,0
12112.6309,0,0,0,0
12110.8127,0,0,0,0
12108.6235,0,0,0,0
12106.0735,0,0,0,0
12103.1934,0,0,0,0
12100.0341,0,0,0,0
12096.6657,0,0,0,0
12093.176,0,0,0,0
12089.6673,0,0,0,0
12086.2538,0,0,0,0
12083.058,0,0,0,0
12080.206,0,0,0,0
12077.824,0,0,0,0
12076.033,0,0,0,0
12074.9451,0,0,0,0
12066.8748,0,0,0,0
12066.9058,0,0,0,0
12067.285,0,0,0,0
12067.9374,0,0,0,0
12068.795,0,0,0,0
12069.8,0,0,0,0
12070.9065,0,0,0,0
12072.0823,0,0,0,0
12073.3096,0,0,0,0
12074.5855,0,0,0,0
12075.9215,0,0,0,0
12077.3423,0,0,0,0
12078.8847,0,0,0,0
12080.5948,0,0,0,0
12082.5258,0,0,0,0
12084.7353,0,0,0,0
12087.2817,0,0,0,0
12090.2214,0,0,0,0
12093.6056,0,0,0,0
12097.4771,0,0,0,0
12101.8676,0,0,0,0
12106.7956,0,0,0,0
12112.2643,0,0,0,0
12118.2602,0,0,0,0
12124.7525,0,0,0,0
12131.6931,0,0,0,0
12139.017,0,0,0,0
12146.6432,0,0,0,0
12154.4771,0,0,0,0
12162.4125,0,0,0,0
12170.3341,0,0,0,0
12178.1214,0,0,0,0
12185.6512,0,0,0,0
12192.8019,0,0,0,0
12199.457,0,0,0,0
12205.5082,0,0,0,0
12210.859,0,0,0,0
12215.4276,0,0,0,0
12219.1496,0,0,0,0
12221.9795,0,0,0,0
12223.8927,0,0,0,0
12224.8859,0,0,0,0
12224.9772,0,0,0,0
12224.2057,0,0,0,0
12222.6301,0,0,0,0
12220.327,0,0,0,0
12217.3883,0,0,0,0
12213.9185,0,0,0,0
12210.0315,0,0,0,0
12205.8464,0,0,0,0
12201.4849,0,0,0,0
12197.0667,0,0,0,0
12192.7059,0,0,0,0
12188.5083,0,0,0,0
12184.5673,0,0,0,0
12180.962,0,0,0,0
12177.7546,0,0,0,0
12174.9889,0,0,0,0
12172.6893,0,0,0,0
12170.8605,0,0,0,0
12169.4879,0,0,0,0
12168.5385,0,0,0,0
12167.9624,0,0,0,0
12167.6952,0,0,0,0
12167.6602,0,0,0,0
12167.772,0,0,0,0
12167.9389,0,0,0,0
12168.0673,0,0,0,0
12168.0643,0,0,0,0
12167.8417,0,0,0,0
12167.319,0,0,0,0
12166.4261,0,0,0,0
12165.1062,0,0,0,0
12163.3179,0,0,0,0
12161.0361,0,0,0,0
12158.2537,0,0,0,0
12154.9816,0,0,0,0
12151.2481,0,0,0,0
12147.0987,0,0,0,0
12142.5939,0,0,0,0
12137.8079,0,0,0,0
12132.8256,0,0,0,0
12127.7401,0,0,0,0
12122.65,0,0,0,0
12117.6554,0,0,0,0
12112.8555,0,0,0,0
12108.3448,0,0,0,0
12104.2106,0,0,0,0
12100.53,0,0,0,0
12097.3675,0,0,0,0
12094.7733,0,0,0,0
12092.7818,0,0,0,0
12091.4103,0,0,0,0
12090.6594,0,0,0,0
12124.2817,0,0,0,0
12124.725,0,0,0,0
12126.1293,0,0,0,0
12128.5045,0,0,0,0
12131.8292,0,0,0,0
12136.0513,0,0,0,0
12141.0891,0,0,0,0
12146.8345,0,0,0,0
12153.1553,0,0,0,0
12159.9,0,0,0,0
12166.902,0,0,0,0
12173.9848,0,0,0,0
12180.9672,0,0,0,0
12187.6688,0,0,0,0
12193.9156,0,0,0,0
12199.545,0,0,0,0
12204.4105,0,0,0,0
12208.3863,0,0,0,0
12211.3709,0,0,0,0
12213.2897,0,0,0,0
12214.0973,0,0,0,0
12213.7783,0,0,0,0
12212.3479,0,0,0,0
12209.8508,0,0,0,0
12206.3598,0,0,0,0
12201.9732,0,0,0,0
12196.8116,0,0,0,0
12191.0141,0,0,0,0
12184.7339,0,0,0,0
12178.1337,0,0,0,0
12171.3802,0,0,0,0
12164.6399,0,0,0,0
12158.0736,0,0,0,0
12151.8321,0,0,0,0
12146.0515,0,0,0,0
12140.8499,0,0,0,0
12136.324,0,0,0,0
12132.5468,0,0,0,0
12129.5659,0,0,0,0
12127.4029,0,0,0,0
12126.0532,0,0,0,0
12125.4869,0,0,0,0
12125.6503,0,0,0,0
12126.4686,0,0,0,0
12127.8484,0,0,0,0
12129.6814,0,0,0,0
12131.8481,0,0,0,0
12134.2221,0,0,0,0
12136.6739,0,0,0,0
12139.0759,0,0,0,0
12141.3056,0,0,0,0
12143.2502,0,0,0,0
12144.8095,0,0,0,0
12145.8989,0,0,0,0
12146.452,0,0,0,0
12146.4224,0,0,0,0
12145.7843,0,0,0,0
12144.5331,0,0,0,0
12142.6855,0,0,0,0
12140.2779,0,0,0,0
12137.3651,0,0,0,0
12134.0182,0,0,0,0
12130.322,0,0,0,0
12126.3719,0,0,0,0
12122.271,0,0,0,0
12118.1266,0,0,0,0
12114.0466,0,0,0,0
12110.1366,0,0,0,0
12106.4966,0,0,0,0
12103.2179,0,0,0,0
12100.3813,0,0,0,0
12098.0544,0,0,0,0
12096.2905,0,0,0,0
12095.1273,0,0,0,0
12068.042,0,0,0,0
12068.7889,0,0,0,0
12070.46,0,0,0,0
12073.0814,0,0,0,0
12076.6593,0,0,0,0
12081.1787,0,0,0,0
12086.602,0,0,0,0
12092.8698,0,0,0,0
12099.9005,0,0,0,0
12107.5923,0,0,0,0
12115.8246,0,0,0,0
12124.4607,0,0,0,0
12133.3506,0,0,0,0
12142.3352,0,0,0,0
12151.2494,0,0,0,0
12159.9272,0,0,0,0
12168.2053,0,0,0,0
12175.9282,0,0,0,0
12182.9519,0,0,0,0
12189.1485,0,0,0,0
12194.4093,0,0,0,0
12198.6486,0,0,0,0
12201.8058,0,0,0,0
12203.8475,0,0,0,0
12204.7684,0,0,0,0
12204.592,0,0,0,0
12203.3695,0,0,0,0
12201.179,0,0,0,0
12198.123,0,0,0,0
12194.3253,0,0,0,0
12189.9282,0,0,0,0
12185.0873,0,0,0,0
12179.968,0,0,0,0
12174.7399,0,0,0,0
12169.5719,0,0,0,0
12164.6275,0,0,0,0
12160.0596,0,0,0,0
12156.0063,0,0,0,0
12152.5862,0,0,0,0
12149.8957,0,0,0,0
12148.0055,0,0,0,0
12146.9587,0,0,0,0
12146.77,0,0,0,0
12147.4251,0,0,0,0
12148.8811,0,0,0,0
12151.0685,0,0,0,0
12153.8932,0,0,0,0
12157.2398,0,0,0,0
12160.9753,0,0,0,0
12164.9535,0,0,0,0
12169.0196,0,0,0,0
12173.0155,0,0,0,0
12176.7847,0,0,0,0
12180.1774,0,0,0,0
12183.0554,0,0,0,0
12185.2967,0,0,0,0
12186.7991,0,0,0,0
12187.4836,0,0,0,0
12187.2971,0,0,0,0
12186.2139,0,0,0,0
12184.2366,0,0,0,0
12181.3956,0,0,0,0
12177.7488,0,0,0,0
12173.3788,0,0,0,0
12168.3909,0,0,0,0
12162.909,0,0,0,0
12157.0721,0,0,0,0
12151.0291,0,0,0,0
12144.9347,0,0,0,0
12138.9435,0,0,0,0
12133.2056,0,0,0,0
12127.8616,0,0,0,0
12123.0379,0,0,0,0
12118.8425,0,0,0,0
12115.3623,0,0,0,0
12112.6595,0,0,0,0
12110.7705,0,0,0,0
12109.7042,0,0,0,0
12124.9205,0,0,0,0
12125.2873,0,0,0,0
12126.7013,0,0,0,0
12129.1008,0,0,0,0
12132.3933,0,0,0,0
12136.4585,0,0,0,0
12141.1524,0,0,0,0
12146.3122,0,0,0,0
12151.7617,0,0,0,0
12157.3172,0,0,0,0
12162.7932,0,0,0,0
12168.0091,0,0,0,0
12172.7946,0,0,0,0
12176.9956,0,0,0,0
12180.4789,0,0,0,0
12183.1366,0,0,0,0
12184.8895,0,0,0,0
12185.6897,0,0,0,0
12185.5214,0,0,0,0
12184.402,0,0,0,0
12182.3805,0,0,0,0
12179.5359,0,0,0,0
12175.9745,0,0,0,0
12171.8253,0,0,0,0
12167.2362,0,0,0,0
12162.368,0,0,0,0
12157.3893,0,0,0,0
12152.4698,0,0,0,0
12147.7747,0,0,0,0
12143.4588,0,0,0,0
12139.6605,0,0,0,0
12136.4973,0,0,0,0
12134.0612,0,0,0,0
12132.4153,0,0,0,0
12131.5913,0,0,0,0
12131.5884,0,0,0,0
12132.3725,0,0,0,0
12133.8779,0,0,0,0
12136.0087,0,0,0,0
12138.642,0,0,0,0
12141.6324,0,0,0,0
12144.8164,0,0,0,0
12148.0184,0,0,0,0
12151.0566,0,0,0,0
12153.7494,0,0,0,0
12155.9221,0,0,0,0
12157.4131,0,0,0,0
12158.0799,0,0,0,0
12157.8049,0,0,0,0
12156.4995,0,0,0,0
12154.1088,0,0,0,0
12150.6137,0,0,0,0
12146.0328,0,0,0,0
12140.4228,0,0,0,0
12133.878,0,0,0,0
12126.5279,0,0,0,0
12118.5339,0,0,0,0
12110.0853,0,0,0,0
12101.3941,0,0,0,0
12092.6885,0,0,0,0
12084.2065,0,0,0,0
12076.1888,0,0,0,0
12068.8714,0,0,0,0
12062.4783,0,0,0,0
12057.2147,0,0,0,0
12053.2603,0,0,0,0
12050.7638,0,0,0,0
12066.1913,0,0,0,0
12066.7233,0,0,0,0
12068.8591,0,0,0,0
12072.6755,0,0,0,0
12078.211,0,0,0,0
12085.464,0,0,0,0
12094.3915,0,0,0,0
12104.9089,0,0,0,0
12116.8916,0,0,0,0
12130.1767,0,0,0,0
12144.5662,0,0,0,0
12159.831,0,0,0,0
12175.716,0,0,0,0
12191.9455,0,0,0,0
12208.2296,0,0,0,0
12224.2709,0,0,0,0
12239.771,0,0,0,0
12254.4383,0,0,0,0
12267.9941,0,0,0,0
12280.1799,0,0,0,0
12290.7633,0,0,0,0
12299.5438,0,0,0,0
12306.3572,0,0,0,0
12311.0801,0,0,0,0
12313.6323,0,0,0,0
12313.9792,0,0,0,0
12312.1318,0,0,0,0
12308.1467,0,0,0,0
12302.1245,0,0,0,0
12294.2068,0,0,0,0
12284.5723,0,0,0,0
12273.4327,0,0,0,0
12261.0264,0,0,0,0
12247.6129,0,0,0,0
12233.4655,0,0,0,0
12218.8649,0,0,0,0
12204.0918,0,0,0,0
12189.4195,0,0,0,0
12175.1076,0,0,0,0
12161.3956,0,0,0,0
12148.4969,0,0,0,0
12136.594,0,0,0,0
12125.8346,0,0,0,0
12116.3285,0,0,0,0
12108.1458,0,0,0,0
12101.3161,0,0,0,0
12095.829,0,0,0,0
12091.6358,0,0,0,0
12088.652,0,0,0,0
12086.7611,0,0,0,0
12085.8192,0,0,0,0
12085.6604,0,0,0,0
12086.1027,0,0,0,0
12086.9544,0,0,0,0
12088.0207,0,0,0,0
12089.1103,0,0,0,0
12090.0418,0,0,0,0
12090.65,0,0,0,0
12090.791,0,0,0,0
12090.3475,0,0,0,0
12089.2326,0,0,0,0
12087.3923,0,0,0,0
12084.8082,0,0,0,0
12081.4977,0,0,0,0
12077.5137,0,0,0,0
12072.9432,0,0,0,0
12067.9046,0,0,0,0
12062.5441,0,0,0,0
12057.0309,0,0,0,0
12051.5525,0,0,0,0
12046.3079,0,0,0,0
12041.5021,0,0,0,0
12037.3389,0,0,0,0
12034.0147,0,0,0,0
12031.7116,0,0,0,0
12030.592,0,0,0,0
12030.7926,0,0,0,0
12032.4196,0,0,0,0
12035.5453,0,0,0,0
12040.2048,0,0,0,0
12046.3943,0,0,0,0
12054.0709,0,0,0,0
12063.1526,0,0,0,0
12073.5204,0,0,0,0
12085.0212,0,0,0,0
12097.4718,0,0,0,0
12110.6636,0,0,0,0
12124.3682,0,0,0,0
12138.3439,0,0,0,0
12152.3425,0,0,0,0
12166.1158,0,0,0,0
12179.4229,0,0,0,0
12192.0368,0,0,0,0
12203.751,0,0,0,0
12214.3847,0,0,0,0
12223.7885,0,0,0,0
12231.8478,0,0,0,0
12238.4861,0,0,0,0
12243.6666,0,0,0,0
12247.3931,0,0,0,0
12249.7091,0,0,0,0
12250.6958,0,0,0,0
12250.4697,0,0,0,0
12249.1775,0,0,0,0
12246.9919,0,0,0,0
12244.1051,0,0,0,0
12240.7226,0,0,0,0
12237.0562,0,0,0,0
12233.3165,0,0,0,0
12229.7063,0,0,0,0
12226.4132,0,0,0,0
12223.6034,0,0,0,0
12221.4157,0,0,0,0
12219.9566,0,0,0,0
12219.2965,0,0,0,0
12219.4664,0,0,0,0
12220.4567,0,0,0,0
12222.217,0,0,0,0
12224.6566,0,0,0,0
12227.6472,0,0,0,0
12231.0265,0,0,0,0
12234.6026,0,0,0,0
12238.16,0,0,0,0
12241.4662,0,0,0,0
12244.2785,0,0,0,0
12246.3521,0,0,0,0
12247.448,0,0,0,0
12247.3405,0,0,0,0
12245.8253,0,0,0,0
12242.7262,0,0,0,0
12237.9017,0,0,0,0
12231.2507,0,0,0,0
12222.7166,0,0,0,0
12212.2908,0,0,0,0
12200.0144,0,0,0,0
12185.979,0,0,0,0
12170.3252,0,0,0,0
12153.241,0,0,0,0
12134.9574,0,0,0,0
12115.744,0,0,0,0
12095.9028,0,0,0,0
12075.7607,0,0,0,0
12055.6626,0,0,0,0
12035.9621,0,0,0,0
12017.0136,0,0,0,0
11999.1632,0,0,0,0
11982.7403,0,0,0,0
11968.0492,0,0,0,0
11955.3623,0,0,0,0
11944.9127,0,0,0,0
11936.889,0,0,0,0
11931.431,0,0,0,0
11928.6263,0,0,0,0
11966.3514,0,0,0,0
11968.0683,0,0,0,0
11971.5764,0,0,0,0
11976.905,0,0,0,0
11984.0543,0,0,0,0
11992.9926,0,0,0,0
12003.6558,0,0,0,0
12015.9464,0,0,0,0
12029.7341,0,0,0,0
12044.8575,0,0,0,0
12061.1258,0,0,0,0
12078.3224,0,0,0,0
12096.2083,0,0,0,0
12114.5271,0,0,0,0
12133.0097,0,0,0,0
12151.38,0,0,0,0
12169.3607,0,0,0,0
12186.6794,0,0,0,0
12203.074,0,0,0,0
12218.299,0,0,0,0
12232.1307,0,0,0,0
12244.3718,0,0,0,0
12254.8558,0,0,0,0
12263.4504,0,0,0,0
12270.0604,0,0,0,0
12274.629,0,0,0,0
12277.1389,0,0,0,0
12277.612,0,0,0,0
12276.1081,0,0,0,0
12272.7232,0,0,0,0
12267.5861,0,0,0,0
12260.8554,0,0,0,0
12252.7146,0,0,0,0
12243.3676,0,0,0,0
12233.0335,0,0,0,0
12221.9414,0,0,0,0
12210.3244,0,0,0,0
12198.4149,0,0,0,0
12186.4388,0,0,0,0
12174.6115,0,0,0,0
12163.1328,0,0,0,0
12152.1838,0,0,0,0
12141.9237,0,0,0,0
12132.4874,0,0,0,0
12123.9844,0,0,0,0
12116.4976,0,0,0,0
12110.0836,0,0,0,0
12104.7736,0,0,0,0
12100.5745,0,0,0,0
12097.4715,0,0,0,0
12095.43,0,0,0,0
12094.3992,0,0,0,0
12094.3147,0,0,0,0
12095.1022,0,0,0,0
12096.6808,0,0,0,0
12098.966,0,0,0,0
12101.8734,0,0,0,0
12105.3205,0,0,0,0
12109.2299,0,0,0,0
12113.5307,0,0,0,0
12118.1599,0,0,0,0
12123.0633,0,0,0,0
12128.1957,0,0,0,0
12133.5208,0,0,0,0
12139.0101,0,0,0,0
12144.6419,0,0,0,0
12150.3996,0,0,0,0
12156.2702,0,0,0,0
12162.2417,0,0,0,0
12168.3012,0,0,0,0
12174.4329,0,0,0,0
12180.6158,0,0,0,0
12186.8224,0,0,0,0
12193.0165,0,0,0,0
12199.1527,0,0,0,0
12205.1758,0,0,0,0
12211.02,0,0,0,0
12216.61,0,0,0,0
12221.8618,0,0,0,0
12226.6835,0,0,0,0
12230.9782,0,0,0,0
12234.6453,0,0,0,0
12237.5839,0,0,0,0
12239.6956,0,0,0,0
12240.8872,0,0,0,0
12241.0744,0,0,0,0
12240.1844,0,0,0,0
12238.1592,0,0,0,0
12234.9581,0,0,0,0
12230.5597,0,0,0,0
12224.9644,0,0,0,0
12218.1948,0,0,0,0
12210.2968,0,0,0,0
12201.3396,0,0,0,0
12191.4148,0,0,0,0
12180.6352,0,0,0,0
12169.1327,0,0,0,0
12157.056,0,0,0,0
12144.5669,0,0,0,0
12131.8373,0,0,0,0
12119.0453,0,0,0,0
12106.3706,0,0,0,0
12093.9908,0,0,0,0
12082.0771,0,0,0,0
12070.7902,0,0,0,0
12060.2764,0,0,0,0
12050.6649,0,0,0,0
12042.064,0,0,0,0
12034.5598,0,0,0,0
12028.2141,0,0,0,0
12023.0635,0,0,0,0
12019.1195,0,0,0,0
12016.3691,0,0,0,0
12014.7761,0,0,0,0
12083.0947,0,0,0,0
12083.5353,0,0,0,0
12084.4328,0,0,0,0
12085.7376,0,0,0,0
12087.3953,0,0,0,0
12089.3488,0,0,0,0
12091.5402,0,0,0,0
12093.9129,0,0,0,0
12096.413,0,0,0,0
12098.9913,0,0,0,0
12101.6047,0,0,0,0
12104.2176,0,0,0,0
12106.8024,0,0,0,0
12109.3408,0,0,0,0
12111.8233,0,0,0,0
12114.2499,0,0,0,0
12116.6291,0,0,0,0
12118.9774,0,0,0,0
12121.318,0,0,0,0
12123.6798,0,0,0,0
12126.0954,0,0,0,0
12128.5997,0,0,0,0
12131.2276,0,0,0,0
12134.0127,0,0,0,0
12136.9846,0,0,0,0
12140.1679,0,0,0,0
12143.5799,0,0,0,0
12147.2296,0,0,0,0
12151.1165,0,0,0,0
12155.2294,0,0,0,0
12159.5466,0,0,0,0
12164.0352,0,0,0,0
12168.6518,0,0,0,0
12173.3432,0,0,0,0
12178.0471,0,0,0,0
12182.6942,0,0,0,0
12187.2095,0,0,0,0
12191.5142,0,0,0,0
12195.5285,0,0,0,0
12199.1734,0,0,0,0
12202.3734,0,0,0,0
12205.0587,0,0,0,0
12207.1676,0,0,0,0
12208.6485,0,0,0,0
12209.462,0,0,0,0
12209.5821,0,0,0,0
12208.9975,0,0,0,0
12207.7125,0,0,0,0
12205.747,0,0,0,0
12203.1369,0,0,0,0
12199.9327,0,0,0,0
12196.1991,0,0,0,0
12192.0131,0,0,0,0
12187.4624,0,0,0,0
12182.6428,0,0,0,0
12177.656,0,0,0,0
12172.6068,0,0,0,0
12167.6001,0,0,0,0
12162.7384,0,0,0,0
12158.1186,0,0,0,0
12153.8296,0,0,0,0
12149.9497,0,0,0,0
12146.5445,0,0,0,0
12143.6651,0,0,0,0
12141.3471,0,0,0,0
12139.6089,0,0,0,0
12138.4521,0,0,0,0
12137.8614,0,0,0,0
12137.8051,0,0,0,0
12138.2363,0,0,0,0
12139.0945,0,0,0,0
12140.308,0,0,0,0
12141.7955,0,0,0,0
12143.4695,0,0,0,0
12145.2387,0,0,0,0
12147.0112,0,0,0,0
12148.6974,0,0,0,0
12150.2129,0,0,0,0
12151.4812,0,0,0,0
12152.4365,0,0,0,0
12153.0253,0,0,0,0
12153.2086,0,0,0,0
12152.963,0,0,0,0
12152.2814,0,0,0,0
12151.1734,0,0,0,0
12149.6651,0,0,0,0
12147.7976,0,0,0,0
12145.6265,0,0,0,0
12143.2195,0,0,0,0
12140.654,0,0,0,0
12138.015,0,0,0,0
12135.3916,0,0,0,0
12132.8744,0,0,0,0
12130.5518,0,0,0,0
12128.5072,0,0,0,0
12126.8157,0,0,0,0
12125.5412,0,0,0,0
12124.7341,0,0,0,0
12001.5389,0,0,0,0
12002.3697,0,0,0,0
12004.1575,0,0,0,0
12006.8891,0,0,0,0
12010.5384,0,0,0,0
12015.0667,0,0,0,0
12020.4231,0,0,0,0
12026.5453,0,0,0,0
12033.361,0,0,0,0
12040.7889,0,0,0,0
12048.7407,0,0,0,0
12057.1228,0,0,0,0
12065.8382,0,0,0,0
12074.7884,0,0,0,0
12083.8761,0,0,0,0
12093.0064,0,0,0,0
12102.0894,0,0,0,0
12111.0417,0,0,0,0
12119.7878,0,0,0,0
12128.2622,0,0,0,0
12136.4095,0,0,0,0
12144.1859,0,0,0,0
12151.5592,0,0,0,0
12158.509,0,0,0,0
12165.0267,0,0,0,0
12171.1142,0,0,0,0
12176.7839,0,0,0,0
12182.0568,0,0,0,0
12186.9613,0,0,0,0
12191.5319,0,0,0,0
12195.8068,0,0,0,0
12199.8267,0,0,0,0
12203.6327,0,0,0,0
12207.2644,0,0,0,0
12210.7582,0,0,0,0
12214.1459,0,0,0,0
12217.4533,0,0,0,0
12220.6989,0,0,0,0
12223.8932,0,0,0,0
12227.0381,0,0,0,0
12230.1268,0,0,0,0
12233.1436,0,0,0,0
12236.0648,0,0,0,0
12238.8587,0,0,0,0
12241.4873,0,0,0,0
12243.907,0,0,0,0
12246.0703,0,0,0,0
12247.9272,0,0,0,0
12249.4269,0,0,0,0
12250.5196,0,0,0,0
12251.1578,0,0,0,0
12251.2986,0,0,0,0
12250.9043,0,0,0,0
12249.9445,0,0,0,0
12248.3965,0,0,0,0
12246.247,0,0,0,0
12243.4916,0,0,0,0
12240.136,0,0,0,0
12236.1956,0,0,0,0
12231.6952,0,0,0,0
12226.6683,0,0,0,0
12221.1568,0,0,0,0
12215.2093,0,0,0,0
12208.8804,0,0,0,0
12202.2288,0,0,0,0
12195.3165,0,0,0,0
12188.2066,0,0,0,0
12180.9624,0,0,0,0
12173.6455,0,0,0,0
12166.315,0,0,0,0
12159.0257,0,0,0,0
12151.8277,0,0,0,0
12144.7652,0,0,0,0
12137.8762,0,0,0,0
12131.1922,0,0,0,0
12124.7381,0,0,0,0
12118.5326,0,0,0,0
12112.5882,0,0,0,0
12106.9123,0,0,0,0
12101.5079,0,0,0,0
12096.3745,0,0,0,0
12091.509,0,0,0,0
12086.9071,0,0,0,0
12082.5642,0,0,0,0
12078.4766,0,0,0,0
12074.642,0,0,0,0
12071.061,0,0,0,0
12067.7372,0,0,0,0
12064.6779,0,0,0,0
12061.8942,0,0,0,0
12059.4011,0,0,0,0
12057.2173,0,0,0,0
12055.3645,0,0,0,0
12053.8668,0,0,0,0
12052.7501,0,0,0,0
12052.0407,0,0,0,0
12051.7642,0,0,0,0
12051.9445,0,0,0,0
12052.6023,0,0,0,0
12053.7539,0,0,0,0
12055.4102,0,0,0,0
12057.5755,0,0,0,0
12060.2467,0,0,0,0
12063.4127,0,0,0,0
12067.0538,0,0,0,0
12071.1417,0,0,0,0
